ID_DETALLE,NOMCIENTIFICO,ALTURATOTAL,VOLUMENCOMER,DENSIDAD,ESTADO_COPA,ESTADO_FUSTE,ESTADO_RAIZ,EST_RAIZ_GEN,NIVEL_RIESGO,ESTADO_FITO,TRATAMIENTO
1442353391404,Liquidambar styraciflua,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100628308,Acacia decurrens,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155644,Eucalyptus globulus,25,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,,Tratamiento Integral
1641872989782,Acacia melanoxylon,10,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610341045,Pittosporum undulatum,2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353391416,Cotoneaster panosa,5.5,0,Muy Ralo,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1475100626132,Acacia decurrens,7,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155646,Eucalyptus globulus,31,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,,Tratamiento Integral
1641872989330,Callistemon rigidus,2,0,Ralo,Malo,Regular,No apreciable,Regular,Moderada,Regular,Tala
1466610343150,Pittosporum undulatum,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353391428,Pittosporum undulatum,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155648,Eucalyptus globulus,22,0,Medio,Bueno,Bueno,No apreciable,Regular,Ninguna,,Conservacion
1641872989338,Escallonia laevis,1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1475100626338,Acacia decurrens,7,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391440,Lafoensia acuminata,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626151,Acacia decurrens,1.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155650,Eucalyptus globulus,21,0,Ralo,Regular,Bueno,No apreciable,Regular,Ninguna,,Conservacion
1641872989841,Escallonia laevis,0.9,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610340125,Cestrum spp.,1.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
155652,Eucalyptus globulus,21,0,Medio,Bueno,Bueno,No apreciable,Regular,Ninguna,,Conservacion
1641872989354,Escallonia myrtilloides,0.8,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610341349,Pittosporum undulatum,2.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626161,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391452,Lafoensia acuminata,10.26,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1442353391464,Pittosporum undulatum,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100629116,Acacia decurrens,7,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155654,Eucalyptus globulus,13,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340143,Sambucus nigra,1.8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Traslado
1641872989366,Escallonia myrtilloides,0.6,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353391476,Liquidambar styraciflua,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100626180,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155656,Eucalyptus globulus,11,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340149,Cestrum spp.,2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1641872989375,Liquidambar styraciflua,1.7,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1442353391491,Liquidambar styraciflua,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100628973,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155658,Eucalyptus globulus,15,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1641872989383,Escallonia laevis,1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610342909,Pittosporum undulatum,2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353391503,Liquidambar styraciflua,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100630179,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155660,Eucalyptus globulus,14,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1641872989392,Escallonia myrtilloides,0.8,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610344037,Sambucus nigra,3,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Traslado
1442353391516,Abelia sp,3.62,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626209,Acacia decurrens,3.5,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155662,Eucalyptus globulus,15,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1641872989400,Escallonia laevis,0.7,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610342482,Cestrum spp.,1,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353391528,Pittosporum undulatum,6.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626218,Acacia decurrens,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155664,Eucalyptus globulus,25,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340176,Pittosporum undulatum,1.6,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1641872989408,Escallonia myrtilloides,0.7,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353391540,Pittosporum undulatum,8.14,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626228,Acacia decurrens,3.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155666,Eucalyptus globulus,22,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340183,Calliandra carbonaria,1.2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1641872989417,Escallonia laevis,0.8,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353391552,Croton magdalenensis,14.24,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100626779,Acacia decurrens,4,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155668,Eucalyptus globulus,7,0,Medio,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1466610340197,Acacia decurrens,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1641872989425,Escallonia myrtilloides,0.5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353391564,Sambucus nigra,6.7,0,Ralo,Regular,Malo,No apreciable,Bueno,Moderada,,Tala
1466610344961,Ficus benjamina,5,0,Denso,Bueno,Bueno,Raices Descubiertas,Bueno,Ninguna,,Conservacion
1641872989433,Escallonia laevis,0.6,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1475100627156,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391576,Sambucus nigra,6.7,0,Ralo,Regular,Suprimido,No apreciable,Bueno,Moderada,,Tala
1641872989441,Escallonia myrtilloides,0.6,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610340208,Paraserianthes lophanta,4,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100629778,Acacia decurrens,6,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391588,Pittosporum undulatum,10.26,0,Medio,Regular,Bueno,Raices Descubiertas,Bueno,Moderada,,Poda Estructural
1475100626268,Acacia decurrens,3.5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155670,Eucalyptus globulus,25,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1641872989702,Escallonia myrtilloides,0.8,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610340218,Cedrela montana,4.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626277,Acacia decurrens,9,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391600,Liquidambar styraciflua,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
155672,Eucalyptus globulus,8,0,Muy Ralo,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1641872989476,Escallonia myrtilloides,0.4,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1466610340228,Lafoensia acuminata,9,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626287,Acacia decurrens,3,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391612,Liquidambar styraciflua,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
155674,Eucalyptus globulus,22,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340238,Cedrela montana,5,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1641872989773,Escallonia myrtilloides,0.7,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1475100626296,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155676,Eucalyptus globulus,23,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610341236,Acacia decurrens,3,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1442353391624,Liquidambar styraciflua,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100629236,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155678,Eucalyptus globulus,14,0,Medio,Bueno,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391636,Liquidambar styraciflua,14.24,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1475100626316,Acacia decurrens,3.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
155680,Eucalyptus globulus,17,0,Medio,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1442353391648,Liquidambar styraciflua,12.4,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1442353391660,Liquidambar styraciflua,10.26,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
155682,Eucalyptus globulus,8.5,0,Medio,Regular,Malo,No apreciable,Bueno,Moderada,,Tratamiento Integral
1466610340259,Acacia melanoxylon,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626326,Acacia decurrens,3,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391672,Liquidambar styraciflua,10.26,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
155684,Eucalyptus globulus,12,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340269,Acacia melanoxylon,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626335,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391684,Pittosporum undulatum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155686,Eucalyptus globulus,16,0,Medio,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1466610340279,Acacia melanoxylon,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100628873,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391695,Fraxinus chinensis,11.25,0,Ralo,Regular,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
155688,Eucalyptus globulus,18,0,Medio,Malo,Regular,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610342925,Podocarpus oleifolius,2.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100631173,Acacia decurrens,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391707,Sambucus nigra,6.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155690,Eucalyptus globulus,19,0,Medio,Malo,Malo,No apreciable,Bueno,Moderada,,Tala
1466610340300,Podocarpus oleifolius,2,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626364,Acacia decurrens,2.5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391719,Dodonaea viscosa,3.62,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155692,Eucalyptus globulus,22,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340310,Podocarpus oleifolius,2,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1475100629325,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391731,Quercus humboldtii,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155694,Eucalyptus globulus,20,0,Medio,Bueno,Regular,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340320,Podocarpus oleifolius,2.5,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1475100626384,Acacia decurrens,11,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391743,Pittosporum undulatum,3.62,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155696,Eucalyptus globulus,26,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340330,Podocarpus oleifolius,2,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,,Conservacion
1475100626393,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391756,Myrcianthes leucoxyla,3.62,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1466610341579,Podocarpus oleifolius,2.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626404,Acacia decurrens,6,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1466610340351,Podocarpus oleifolius,2.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
155698,Eucalyptus globulus,24,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1475100626413,Acacia decurrens,6.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391768,Quercus humboldtii,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1442353391780,Sambucus nigra,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155700,Eucalyptus globulus,11,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
1466610344149,Ligustrum lucidum,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626423,Acacia decurrens,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391792,Pittosporum undulatum,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155702,Eucalyptus globulus,7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Tala
1466610342272,Ligustrum lucidum,6,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626432,Acacia decurrens,6.5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391803,Quercus humboldtii,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155704,Eucalyptus globulus,18,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610341935,Ligustrum lucidum,5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626442,Acacia decurrens,10,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391815,Cytharexylum subflavescens,9.12,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
155706,Eucalyptus globulus,22,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340407,Sambucus nigra,4,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1475100629025,Acacia decurrens,5,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391827,Quercus humboldtii,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155708,Eucalyptus globulus,23,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340418,Ligustrum lucidum,6,0,Ralo,Bueno,Malo,No apreciable,Bueno,Ninguna,,Conservacion
1475100627688,Acacia decurrens,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391839,Quercus humboldtii,11.99,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155710,Eucalyptus globulus,22,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340428,Pittosporum undulatum,2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626471,Acacia decurrens,15,0,Medio,Regular,Regular,Raices Descubiertas,Regular,Moderada,,Tala
1442353391850,Fraxinus chinensis,18.11,0,Ralo,Regular,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
155712,Eucalyptus globulus,18,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610343795,Pittosporum undulatum,3,0,Medio,Regular,Malo,No apreciable,Bueno,Ninguna,,Conservacion
1475100626480,Acacia decurrens,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391866,Senna viarum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1475100626490,Acacia decurrens,9,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1466610342212,Eugenia myrtifolia,2,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,,Conservacion
155714,Eucalyptus globulus,28,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1442353391883,Myrcianthes leucoxyla,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155716,Eucalyptus globulus,15,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610344885,Cotoneaster panosa,2.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1475100626499,Acacia decurrens,11,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391898,Pinus radiata,18.11,0,Medio,Regular,Regular,Raices Descubiertas,Bueno,Moderada,,Tala
155718,Eucalyptus globulus,17,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610345155,Pittosporum undulatum,2,0,Denso,Bueno,Bueno,Raices Descubiertas,Bueno,Ninguna,,Conservacion
1475100626509,Acacia decurrens,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391910,Quercus humboldtii,10.26,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155720,Eucalyptus globulus,21,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tratamiento Integral
1466610340479,Eugenia myrtifolia,4,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1475100626518,Acacia decurrens,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353391922,Myrcianthes leucoxyla,4.03,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155722,Eucalyptus globulus,20,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
1466610344813,Paraserianthes lophanta,3,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1475100627426,Acacia decurrens,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392193,Myrcianthes leucoxyla,4.44,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155724,Eucalyptus globulus,19,0,Medio,Bueno,Regular,No apreciable,Bueno,Moderada,,Tratamiento Integral
1466610340499,Paraserianthes lophanta,2,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1475100626537,Acacia decurrens,2,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392205,Sambucus nigra,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1466610340509,Paraserianthes lophanta,4,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
155726,Eucalyptus globulus,22,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Tala
1475100626547,Acacia decurrens,1,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392217,Pyracantha coccinea,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1466610344867,Paraserianthes lophanta,4,0,Denso,Bueno,Regular,No apreciable,Regular,Moderada,,Tala
155728,Eucalyptus globulus,23,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Tala
1475100626556,Acacia decurrens,1,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392229,Pyracantha coccinea,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
1466610340530,Paraserianthes lophanta,3,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
155730,Eucalyptus globulus,25,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Tala
1475100626565,Acacia decurrens,8,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392241,Senna viarum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155732,Eucalyptus globulus,22,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610340540,Paraserianthes lophanta,4,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1475100626572,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392253,Cotoneaster panosa,5.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155734,Eucalyptus globulus,26,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610340550,Paraserianthes lophanta,2,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1475100626579,Acacia decurrens,8,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392264,Pittosporum undulatum,2.11,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155736,Eucalyptus globulus,13,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610340561,Paraserianthes lophanta,4,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1475100626586,Acacia decurrens,6,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392276,Pittosporum undulatum,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155738,Eucalyptus globulus,13,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610342687,Paraserianthes lophanta,4,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Tala
1475100630957,Acacia decurrens,7,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392288,Pittosporum undulatum,4.03,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155740,Eucalyptus globulus,12,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610340580,Paraserianthes lophanta,4,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,,Tala
1475100629451,Acacia decurrens,7,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392300,Cytharexylum subflavescens,7.7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155742,Eucalyptus globulus,28,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610340589,Paraserianthes lophanta,2.5,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,,Tala
1475100630473,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392312,Quercus humboldtii,11.25,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155744,Eucalyptus globulus,30,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610344706,Paraserianthes lophanta,1.5,0,Medio,Regular,Bueno,No apreciable,Regular,Moderada,,Tala
1475100630417,Acacia decurrens,8,0,Ralo,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392324,Myrcianthes leucoxyla,2.76,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155746,Eucalyptus globulus,12,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Tala
1466610342205,Bacharis floribunda,1.5,0,Denso,Bueno,Bueno,No apreciable,Regular,Moderada,,Traslado
1475100626628,Acacia decurrens,8,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392335,Pittosporum undulatum,2.11,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155748,Eucalyptus globulus,16,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1466610340612,Bocconia frutescens,1,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Traslado
1475100626638,Acacia decurrens,9,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392348,Cytharexylum subflavescens,4.44,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Realce
155750,Eucalyptus globulus,30,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Tala
1466610340618,Bocconia frutescens,1.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Traslado
1475100626647,Acacia decurrens,15,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1442353392360,Pittosporum undulatum,4.03,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
155752,Eucalyptus globulus,28,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,,Tala
